question_id,analysis,outcome
4973,"Elevation advantage on Mountain terrain turns all attacks into ranged attacks. On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. Beyond that, the target is out of melee range — physical attacks cannot reach. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. The attempt goes through as intended.",ALLOWED
2961,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 5). At the same time, with strength outpacing defense by 10+, the attack lands with overwhelming force. However, the target is out of melee range — physical attacks cannot reach. Beyond that, the magical barrier around the target deflects half the attack's force. The attempt fails completely under these conditions.",BLOCKED
2200,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Furthermore, insufficient strength against the target's defenses means the attack deals partial damage. Compounding this, without adjacency, a melee attack has no chance of connecting. Beyond that, combat effectiveness drops when fighting on Desert terrain. Additionally, the target's defense exceeding 15 represents thick armor that blunts most attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
98,"Spellcasting is not available to Rogue units — they have no magical ability. However, the Heal spell demands 18 mana — anything less and the cast fails (current mana: 14). Ultimately, the action is blocked and cannot proceed.",BLOCKED
2557,"Fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 22). On top of that, only units of level 6 or higher can cast Fireball (unit is level 5). Ultimately, the action is blocked and cannot proceed.",BLOCKED
3183,"Frozen units cannot cast spells. The condition prevents all voluntary actions. On top of that, guardians lack arcane training and cannot cast spells. Additionally, when targeting a Frozen unit, Fireball removes the Frozen effect rather than applying its usual effect. The action is prevented from going through.",BLOCKED
253,"Melee attacks require the attacker to be adjacent to the target. Beyond that, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3923,"When the target's defense exceeds the attacker's strength, damage output drops significantly. However, the Forest environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
4199,"Invisibility reveals secret passages through otherwise restricted terrain. At the same time, the Mountain environment is impassable for Healer units. Nothing prevents the action from succeeding normally.",ALLOWED
1445,"The attacker's strength is lower than the target's defense, resulting in reduced damage. On top of that, the target is out of melee range — physical attacks cannot reach. Meanwhile, against a target with 15+ defense, even powerful attacks are partially deflected. The attempt fails completely under these conditions.",BLOCKED
1648,"Frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 18). On top of that, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4682,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Compounding this, a Ranger finds Plains terrain incompatible with their movement capabilities. The action proceeds without restriction.",ALLOWED
4723,"While Invisible, the unit slips through normally impassable terrain undetected. Beyond that, while Stunned, performing any move action is impossible. Nothing prevents the action from succeeding normally.",ALLOWED
3991,"Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. Meanwhile, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, without adjacency, a melee attack has no chance of connecting. However, the target's Shield absorbs a portion of the incoming damage, reducing it by half. Beyond that, combat effectiveness drops when fighting on Desert terrain. The action succeeds in a modified form.",MODIFIED
1696,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Furthermore, the Forest environment makes it harder to land attacks — accuracy suffers. The attempt fails completely under these conditions.",BLOCKED
3191,"Spellcasting is not available to Rogue units — they have no magical ability. At the same time, heal costs 18 mana to cast. Without enough mana, the spell fizzles (current mana: 14). Ultimately, the action is blocked and cannot proceed.",BLOCKED
4499,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the target's defense exceeding 15 represents thick armor that blunts most attacks. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1154,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. On top of that, casting Rally requires at least 35 mana. Insufficient mana blocks the spell (current mana: 29). At the same time, rally cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. The action succeeds in a modified form.",MODIFIED
2255,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Compounding this, the target is out of melee range — physical attacks cannot reach. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1682,"While Frozen, performing any attack action is impossible. Additionally, melee attacks require the attacker to be adjacent to the target. On top of that, shielded targets take only 50% damage from physical attacks. Furthermore, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action is prevented from going through.",BLOCKED
3170,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). On top of that, spellcasting is not available to Guardian units — they have no magical ability. At the same time, casting Barrier in Mountain fails because the thin air disrupts concentration. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
2056,"The attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. Furthermore, without adjacency, a melee attack has no chance of connecting. On top of that, the target's Shield absorbs a portion of the incoming damage, reducing it by half. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4090,"Adjacent allies receive a more potent Rally buff due to the caster's direct presence. Compounding this, a Guardian has no capacity for magic and cannot cast any spell. However, rally costs 35 mana to cast. Without enough mana, the spell fizzles (current mana: 20). The action proceeds but with altered effects.",MODIFIED
3108,"Shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 1). However, with HP below 15, the unit's cast effectiveness is significantly reduced. The attempt fails completely under these conditions.",BLOCKED
4548,"While Invisible, the unit slips through normally impassable terrain undetected. Compounding this, the Mountain environment is impassable for Healer units. The attempt goes through as intended.",ALLOWED
3723,"Frozen units cannot move. The condition prevents all voluntary actions. However, a Guardian finds Plains terrain incompatible with their movement capabilities. The attempt fails completely under these conditions.",BLOCKED
2049,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. Furthermore, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.",MODIFIED
4976,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Additionally, the Stunned effect immobilizes the unit, blocking any attempt to move. Compounding this, critically wounded units (below 10 HP) can barely drag themselves forward. The attempt goes through as intended.",ALLOWED
3643,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Beyond that, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. However, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.",MODIFIED
5419,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. At the same time, the Ruins environment is favorable for Strikers, granting enhanced movement. Nothing prevents the action from succeeding normally.",ALLOWED
623,"The Ruins environment is impassable for Ranger units. Meanwhile, units below 10 HP move at half speed — their 6 HP severely limit mobility. The action is prevented from going through.",BLOCKED
262,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Furthermore, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3369,"Wounded units (below 15 HP) take a performance hit on attack actions. At the same time, the attacker's strength is lower than the target's defense, resulting in reduced damage. Additionally, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4061,"Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). At the same time, a caster with Poisoned status channels that energy into Shadowstep, amplifying its effect. Additionally, a Rogue has no capacity for magic and cannot cast any spell. Meanwhile, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. The action proceeds but with altered effects.",MODIFIED
1802,"Frozen units cannot attack. The condition prevents all voluntary actions. Furthermore, striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. Beyond that, insufficient strength against the target's defenses means the attack deals partial damage. However, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4736,"As a ranged unit, the Ranger strikes from a distance. However, with strength outpacing defense by 10+, the attack lands with overwhelming force. Additionally, melee attacks require the attacker to be adjacent to the target. The attempt goes through as intended.",ALLOWED
5488,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. At the same time, while Frozen, performing any move action is impossible. The action proceeds without restriction.",ALLOWED
2385,"The attacker's strength is lower than the target's defense, resulting in reduced damage. Meanwhile, melee attacks require the attacker to be adjacent to the target. However, the Desert environment makes it harder to land attacks — accuracy suffers. On top of that, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1959,"Until reaching level 4, Rogue attacks are weakened significantly (unit is level 3). Meanwhile, a strength advantage of 10 or more over the target's defense results in a crushing blow. The action proceeds but with altered effects.",MODIFIED
2976,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Beyond that, without adjacency, a melee attack has no chance of connecting. Furthermore, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action is prevented from going through.",BLOCKED
488,"When the target's defense exceeds the attacker's strength, damage output drops significantly. However, combat effectiveness drops when fighting on Forest terrain. On top of that, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.",MODIFIED
1843,"Spellcasting is not available to Ranger units — they have no magical ability. Additionally, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 23). Ultimately, the action is blocked and cannot proceed.",BLOCKED
1734,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). Furthermore, spellcasting is not available to Ranger units — they have no magical ability. The action succeeds in a modified form.",MODIFIED
2911,"Insufficient strength against the target's defenses means the attack deals partial damage. At the same time, without adjacency, a melee attack has no chance of connecting. Meanwhile, the target's defense exceeding 15 represents thick armor that blunts most attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3219,"Rogues lack arcane training and cannot cast spells. Furthermore, the Ruins environment prevents Lightning from forming: residual dark energy interferes with the casting. Meanwhile, only units of level 7 or higher can cast Lightning (unit is level 3). The action is prevented from going through.",BLOCKED
146,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, without adjacency, a melee attack has no chance of connecting. However, the Desert environment makes it harder to land attacks — accuracy suffers. The attempt fails completely under these conditions.",BLOCKED
1986,"Spellcasting is not available to Striker units — they have no magical ability. Compounding this, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 7). At the same time, casting Fireball requires the caster to be at least level 6 (unit is level 2). Ultimately, the action is blocked and cannot proceed.",BLOCKED
1369,"Strikers lack arcane training and cannot cast spells. Compounding this, drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 14). Additionally, casting Drain in Mountain fails because the thin air disrupts concentration. Furthermore, high-defense targets (12+) resist Drain's life-stealing effect, reducing the amount siphoned. The action is prevented from going through.",BLOCKED
2811,"Rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. Beyond that, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 31). Additionally, the Desert environment prevents Rally from forming: extreme heat destabilizes the spell structure. The action succeeds in a modified form.",MODIFIED
659,"Frozen units cannot move. The condition prevents all voluntary actions. Furthermore, mages cannot traverse Desert terrain due to their physical limitations. The attempt fails completely under these conditions.",BLOCKED
1794,"A strength advantage of 10 or more over the target's defense results in a crushing blow. Beyond that, the target is out of melee range — physical attacks cannot reach. On top of that, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2511,"While Stunned, performing any cast action is impossible. Compounding this, casting Frostbind while under Stunned produces a synergy that strengthens the spell. On top of that, rogues lack arcane training and cannot cast spells. Beyond that, frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 8). Ultimately, the action is blocked and cannot proceed.",BLOCKED
3397,"Spellcasting is not available to Ranger units — they have no magical ability. Beyond that, barrier cannot be cast on Mountain terrain — the thin air disrupts concentration. Additionally, only units of level 3 or higher can cast Barrier (unit is level 1). Meanwhile, with HP below 15, the unit's cast effectiveness is significantly reduced. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4282,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). At the same time, while Frozen, performing any cast action is impossible. Beyond that, spellcasting is not available to Guardian units — they have no magical ability. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1147,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Beyond that, spellcasting is not available to Rogue units — they have no magical ability. On top of that, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 9). The action proceeds but with altered effects.",MODIFIED
3272,"Frozen units cannot attack. The condition prevents all voluntary actions. Meanwhile, melee attacks require the attacker to be adjacent to the target. The attempt fails completely under these conditions.",BLOCKED
608,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). However, frozen units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, spellcasting is not available to Striker units — they have no magical ability. Additionally, drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 12). On top of that, drain cannot be cast on Mountain terrain — the thin air disrupts concentration. Furthermore, the target's defense of 12+ interferes with Drain, cutting the life steal in half. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3582,"Spellcasting is not available to Striker units — they have no magical ability. However, the Lightning spell demands 30 mana — anything less and the cast fails (current mana: 29). On top of that, casting Lightning requires the caster to be at least level 7 (unit is level 6). The action is prevented from going through.",BLOCKED
1930,"Spellcasting is not available to Striker units — they have no magical ability. Furthermore, the Desert environment prevents Shadowstep from forming: extreme heat destabilizes the spell structure. On top of that, only units of level 7 or higher can cast Shadowstep (unit is level 1). The attempt fails completely under these conditions.",BLOCKED
197,"Melee attacks require the attacker to be adjacent to the target. However, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2931,"The target is out of melee range — physical attacks cannot reach. At the same time, combat effectiveness drops when fighting on Forest terrain. The action is prevented from going through.",BLOCKED
2327,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, healers cannot traverse Mountain terrain due to their physical limitations. Nothing prevents the action from succeeding normally.",ALLOWED
4389,"A Burning caster channels their own flames into Lightning, bypassing Desert's suppression. Meanwhile, while Stunned, performing any cast action is impossible. Compounding this, casting Lightning in Desert fails because extreme heat destabilizes the spell structure. Furthermore, only units of level 7 or higher can cast Lightning (unit is level 3). The attempt goes through as intended.",ALLOWED
766,"Casting Shadowstep while under Poisoned produces a synergy that strengthens the spell. Beyond that, with mana above 45, Shadowstep is overcharged — dealing enhanced damage or stronger effects (current mana: 47). However, a Striker has no capacity for magic and cannot cast any spell. At the same time, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 5). The action succeeds in a modified form.",MODIFIED
4496,"The close proximity of the target enhances Rally's effect, providing a stronger buff. On top of that, guardians lack arcane training and cannot cast spells. Additionally, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 32). The action proceeds but with altered effects.",MODIFIED
4218,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Beyond that, a Rogue has no capacity for magic and cannot cast any spell. On top of that, casting Frostbind requires at least 30 mana. Insufficient mana blocks the spell (current mana: 27). The action proceeds but with altered effects.",MODIFIED
3255,"With mana above 35, Frostbind is overcharged — dealing enhanced damage or stronger effects (current mana: 40). However, spellcasting is not available to Striker units — they have no magical ability. The action succeeds in a modified form.",MODIFIED
202,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). However, strikers lack arcane training and cannot cast spells. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3510,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). Furthermore, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. On top of that, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 13). While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4931,"As a ranged unit, the Ranger strikes from a distance. At the same time, when the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the target is out of melee range — physical attacks cannot reach. Furthermore, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds without restriction.",ALLOWED
1733,"The Stunned effect immobilizes the unit, blocking any attempt to attack. Additionally, the Forest environment makes it harder to land attacks — accuracy suffers. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2777,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 5). Beyond that, combat effectiveness drops when fighting on Desert terrain. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
1707,"Invisibility reveals secret passages through otherwise restricted terrain. Compounding this, stunned units cannot move. The condition prevents all voluntary actions. The attempt goes through as intended.",ALLOWED
5172,"While Invisible, the unit slips through normally impassable terrain undetected. On top of that, stunned units cannot move. The condition prevents all voluntary actions. The action proceeds without restriction.",ALLOWED
5249,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. On top of that, while Stunned, performing any move action is impossible. The action proceeds without restriction.",ALLOWED
3474,"Spellcasting is not available to Ranger units — they have no magical ability. However, drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 16). At the same time, high-defense targets (12+) resist Drain's life-stealing effect, reducing the amount siphoned. The attempt fails completely under these conditions.",BLOCKED
854,"The Stunned effect immobilizes the unit, blocking any attempt to attack. Furthermore, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The action is prevented from going through.",BLOCKED
4737,"Invisibility reveals secret passages through otherwise restricted terrain. Furthermore, the Stunned effect immobilizes the unit, blocking any attempt to move. The action proceeds without restriction.",ALLOWED
4097,"Rangers can attack at range with their bows, bypassing the adjacency requirement. Additionally, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, the target is out of melee range — physical attacks cannot reach. Meanwhile, the magical barrier around the target deflects half the attack's force. Compounding this, against a target with 15+ defense, even powerful attacks are partially deflected. Nothing prevents the action from succeeding normally.",ALLOWED
2160,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Meanwhile, a sneak attack from Invisible status doubles the damage output, but reveals the attacker. Furthermore, the Desert environment makes it harder to land attacks — accuracy suffers. The action is prevented from going through.",BLOCKED
698,"While Frozen, performing any cast action is impossible. Beyond that, a Ranger has no capacity for magic and cannot cast any spell. However, only units of level 7 or higher can cast Lightning (unit is level 3). The attempt fails completely under these conditions.",BLOCKED
5440,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. At the same time, while Stunned, performing any move action is impossible. However, a Ranger finds Plains terrain incompatible with their movement capabilities. Nothing prevents the action from succeeding normally.",ALLOWED
2999,"A Guardian has no capacity for magic and cannot cast any spell. Beyond that, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 12). Furthermore, casting Barrier in Mountain fails because the thin air disrupts concentration. The attempt fails completely under these conditions.",BLOCKED
3696,"While Frozen, performing any attack action is impossible. Meanwhile, without adjacency, a melee attack has no chance of connecting. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1636,"While Frozen, performing any cast action is impossible. On top of that, the Stunned effect immobilizes the unit, blocking any attempt to cast spells. Additionally, guardians lack arcane training and cannot cast spells. Meanwhile, drain struggles against targets with defense above 12 — the magical siphon is partially blocked by resilience. The action is prevented from going through.",BLOCKED
3457,"Without adjacency, a melee attack has no chance of connecting. Additionally, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3581,"Casting Lightning requires at least 30 mana. Insufficient mana blocks the spell (current mana: 7). Meanwhile, casting Lightning in Ruins fails because residual dark energy interferes with the casting. However, only units of level 7 or higher can cast Lightning (unit is level 2). The attempt fails completely under these conditions.",BLOCKED
1291,"Drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 16). Beyond that, casting Drain in Mountain fails because the thin air disrupts concentration. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4659,"From the Mountain's height, even melee units can strike distant targets below. At the same time, with strength outpacing defense by 10+, the attack lands with overwhelming force. Meanwhile, without adjacency, a melee attack has no chance of connecting. Nothing prevents the action from succeeding normally.",ALLOWED
1853,"Stunned units cannot attack. The condition prevents all voluntary actions. Furthermore, rangers can attack at range with their bows, bypassing the adjacency requirement. Beyond that, without adjacency, a melee attack has no chance of connecting. At the same time, the magical barrier around the target deflects half the attack's force. The action is prevented from going through.",BLOCKED
5232,"Elevation advantage on Mountain terrain turns all attacks into ranged attacks. On top of that, with strength outpacing defense by 10+, the attack lands with overwhelming force. At the same time, melee attacks require the attacker to be adjacent to the target. The action proceeds without restriction.",ALLOWED
3763,"A Mage below level 6 deals reduced attack damage due to inexperience (unit is level 1). Additionally, with HP below 15, the unit's attack effectiveness is significantly reduced. Meanwhile, insufficient strength against the target's defenses means the attack deals partial damage. The action succeeds in a modified form.",MODIFIED
3304,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
5402,"As a ranged unit, the Ranger strikes from a distance. Beyond that, the attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. Additionally, melee attacks require the attacker to be adjacent to the target. The action proceeds without restriction.",ALLOWED
3743,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Furthermore, rangers lack arcane training and cannot cast spells. Meanwhile, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 13). While not outright blocked, the outcome is modified from the standard result.",MODIFIED
3445,"Frozen units cannot move. The condition prevents all voluntary actions. At the same time, at fewer than 10 HP, movement is agonizingly slow — half the normal speed. The attempt fails completely under these conditions.",BLOCKED
1998,"Adjacent allies receive a more potent Rally buff due to the caster's direct presence. Compounding this, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 18). The action succeeds in a modified form.",MODIFIED
663,"Drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 7). Beyond that, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. Ultimately, the action is blocked and cannot proceed.",BLOCKED
4779,"From the Mountain's height, even melee units can strike distant targets below. However, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, melee attacks require the attacker to be adjacent to the target. The attempt goes through as intended.",ALLOWED
3748,"Frozen units cannot move. The condition prevents all voluntary actions. At the same time, the Ruins environment is impassable for Rogue units. The action is prevented from going through.",BLOCKED
4413,"Insufficient strength against the target's defenses means the attack deals partial damage. Additionally, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. The action proceeds but with altered effects.",MODIFIED
4744,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Furthermore, a Paladin's holy presence purifies Mountain terrain upon entry. The attempt goes through as intended.",ALLOWED
709,"A Ranger has no capacity for magic and cannot cast any spell. Beyond that, barrier costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 12). The attempt fails completely under these conditions.",BLOCKED
1282,"A Ranger has no capacity for magic and cannot cast any spell. Compounding this, casting Fireball requires at least 28 mana. Insufficient mana blocks the spell (current mana: 20). However, casting Fireball requires the caster to be at least level 6 (unit is level 3). Meanwhile, fireball against a Frozen target neutralizes the status instead of dealing normal damage. Ultimately, the action is blocked and cannot proceed.",BLOCKED
5068,"Elevation advantage on Mountain terrain turns all attacks into ranged attacks. Meanwhile, low-level Mages (below 6) suffer a damage penalty on attacks (unit is level 5). Additionally, the target is out of melee range — physical attacks cannot reach. The attempt goes through as intended.",ALLOWED
2675,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 9). On top of that, while Frozen, performing any cast action is impossible. Additionally, the Fireball spell demands 28 mana — anything less and the cast fails (current mana: 22). At the same time, casting Fireball in Swamp fails because the waterlogged ground absorbs magical energy. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
4029,"A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Beyond that, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 18). The action proceeds but with altered effects.",MODIFIED
1306,"When the target's defense exceeds the attacker's strength, damage output drops significantly. Additionally, the target is out of melee range — physical attacks cannot reach. However, combat effectiveness drops when fighting on Forest terrain. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. Ultimately, the action is blocked and cannot proceed.",BLOCKED
2237,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Compounding this, the attacker's strength is lower than the target's defense, resulting in reduced damage. On top of that, against a target with 15+ defense, even powerful attacks are partially deflected. The action is prevented from going through.",BLOCKED
3302,"While Frozen, performing any move action is impossible. Beyond that, a Healer finds Ruins terrain incompatible with their movement capabilities. The action is prevented from going through.",BLOCKED
2038,"Frozen units cannot cast spells. The condition prevents all voluntary actions. On top of that, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 24). The action is prevented from going through.",BLOCKED
1529,"The Stunned effect immobilizes the unit, blocking any attempt to attack. On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. However, against a target with 15+ defense, even powerful attacks are partially deflected. Ultimately, the action is blocked and cannot proceed.",BLOCKED
1663,"Drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 6). Meanwhile, the Drain spell interacts with Shielded status — the status is cleansed instead of the normal spell outcome. The action is prevented from going through.",BLOCKED
5426,"Invisibility reveals secret passages through otherwise restricted terrain. Furthermore, while Stunned, performing any move action is impossible. Additionally, a Healer finds Ruins terrain incompatible with their movement capabilities. The action proceeds without restriction.",ALLOWED
5446,"The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. On top of that, a Rogue finds Ruins terrain incompatible with their movement capabilities. The attempt goes through as intended.",ALLOWED
3627,"While Stunned, performing any cast action is impossible. Beyond that, casting Shadowstep while under Poisoned produces a synergy that strengthens the spell. Additionally, the Desert environment prevents Shadowstep from forming: extreme heat destabilizes the spell structure. Furthermore, only units of level 7 or higher can cast Shadowstep (unit is level 5). The attempt fails completely under these conditions.",BLOCKED
5147,"As a ranged unit, the Ranger strikes from a distance. Additionally, until reaching level 4, Ranger attacks are weakened significantly (unit is level 1). Compounding this, when the target's defense exceeds the attacker's strength, damage output drops significantly. However, without adjacency, a melee attack has no chance of connecting. Beyond that, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. Nothing prevents the action from succeeding normally.",ALLOWED
4891,"Elevation advantage on Mountain terrain turns all attacks into ranged attacks. Furthermore, a strength advantage of 10 or more over the target's defense results in a crushing blow. Meanwhile, melee attacks require the attacker to be adjacent to the target. Additionally, the magical barrier around the target deflects half the attack's force. The action proceeds without restriction.",ALLOWED
2693,"Low-level Rangers (below 4) suffer a damage penalty on attacks (unit is level 3). At the same time, the Desert environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.",MODIFIED
3060,"While Frozen, performing any attack action is impossible. At the same time, a Mage below level 6 deals reduced attack damage due to inexperience (unit is level 3). Ultimately, the action is blocked and cannot proceed.",BLOCKED
1597,"The Stunned effect immobilizes the unit, blocking any attempt to move. At the same time, a Guardian finds Forest terrain incompatible with their movement capabilities. The attempt fails completely under these conditions.",BLOCKED
2729,"Until reaching level 6, Mage attacks are weakened significantly (unit is level 4). However, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. At the same time, the attacker's strength is lower than the target's defense, resulting in reduced damage. Additionally, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. While not outright blocked, the outcome is modified from the standard result.",MODIFIED
2625,"Guardians cannot traverse Plains terrain due to their physical limitations. Beyond that, critically wounded units (below 10 HP) can barely drag themselves forward. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3157,"At level 8 and above, the caster's expertise mitigates terrain-based spell disruption (unit is level 10). Compounding this, drain cannot be cast on Plains terrain — open terrain dissipates the focused energy. However, drain struggles against targets with defense above 12 — the magical siphon is partially blocked by resilience. The action succeeds in a modified form.",MODIFIED
3314,"Rangers lack arcane training and cannot cast spells. However, the Swamp environment prevents Heal from forming: the waterlogged ground absorbs magical energy. Ultimately, the action is blocked and cannot proceed.",BLOCKED
