claim_id,claim_text,as_of_year,verdict
4396,Minister Darvo's role in the Mineral Rush was documented extensively by scholars in Windreach.,2013,REFUTED
4397,The economy policies enacted during the Velantra Compact affected Windreach significantly.,2021,PARTIALLY_TRUE
4398,"According to official records, Admiral Tova opposed the Agricultural Reform in 2016.",2019,REFUTED
4399,The economic impact of the Border Treaty on Velanthos was measured at 25531 units.,2024,SUPPORTED
4400,Elder Meska governed Eastgate from 2017 until the end of the Naval Blockade.,2013,INSUFFICIENT_EVIDENCE
4401,The population of Orinath Basin exceeded 46160 during the Scientific Expedition.,2025,PARTIALLY_TRUE
4402,"According to official records, Professor Ilien opposed the Great Accord in 2020.",2018,PARTIALLY_TRUE
4403,Ambassador Quiris's role in the Founding of the Maritime Council was documented extensively by scholars in Port Kessara.,2023,SUPPORTED
4404,The economic impact of the Starfall Campaign on Port Kessara was measured at 47611 units.,2012,PARTIALLY_TRUE
4405,The geography policies enacted during the Eastern Expansion affected Old Quarter significantly.,2019,PARTIALLY_TRUE
4406,the Mineral Rush resulted in the establishment of a new institution in Starveil Plateau.,2017,SUPPORTED
4407,"Lake Almori was the primary site of the Cultural Renaissance, overseen by Architect Rizan.",2020,SUPPORTED
4408,"Eastgate was the primary site of the Starfall Campaign, overseen by Historian Brael.",2017,PARTIALLY_TRUE
4409,"According to official records, Reformer Aldis opposed the Great Accord in 2012.",2019,PARTIALLY_TRUE
4410,Senator Voss initiated the Tidal Reforms in 2011.,2015,PARTIALLY_TRUE
4411,General Koreth's role in the Mineral Rush was documented extensively by scholars in Windreach.,2024,PARTIALLY_TRUE
4412,The population of Thornmere exceeded 33381 during the Velantra Compact.,2023,PARTIALLY_TRUE
4413,the Tidal Reforms resulted in the establishment of a new institution in Port Kessara.,2024,PARTIALLY_TRUE
4414,Research conducted in Old Quarter by General Koreth contributed to the Trade Embargo.,2018,SUPPORTED
4415,"According to official records, Admiral Tova opposed the Tidal Reforms in 2014.",2015,SUPPORTED
4416,the Plague of Shadows resulted in the establishment of a new institution in Lake Almori.,2015,PARTIALLY_TRUE
4417,The economic impact of the Eastern Expansion on Frostholm was measured at 2132 units.,2015,PARTIALLY_TRUE
4418,Governor Thane governed Velanthos from 2024 until the end of the Eastern Expansion.,2014,REFUTED
4419,the Scientific Expedition resulted in the establishment of a new institution in Windreach.,2022,PARTIALLY_TRUE
4420,Research conducted in Noctis Valley by Elder Meska contributed to the Industrial Shift.,2024,SUPPORTED
4421,The economic impact of the Velantra Compact on Starveil Plateau was measured at 22014 units.,2017,PARTIALLY_TRUE
4422,The history policies enacted during the Border Treaty affected Old Quarter significantly.,2016,SUPPORTED
4423,The economic impact of the Velantra Compact on Velanthos was measured at 7462 units.,2015,INSUFFICIENT_EVIDENCE
4424,"According to official records, Architect Rizan opposed the Naval Blockade in 2014.",2018,SUPPORTED
4425,Elder Meska initiated the Founding of the Maritime Council in 2022.,2014,REFUTED
4426,Admiral Tova initiated the Industrial Shift in 2011.,2016,PARTIALLY_TRUE
4427,"Coral Bay was the primary site of the Naval Blockade, overseen by Professor Ilien.",2021,PARTIALLY_TRUE
4428,"According to official records, Senator Voss opposed the Industrial Shift in 2022.",2023,PARTIALLY_TRUE
4429,"According to official records, Admiral Tova opposed the Founding of the Maritime Council in 2013.",2012,PARTIALLY_TRUE
4430,The economic impact of the Founding of the Maritime Council on Noctis Valley was measured at 31706 units.,2018,SUPPORTED
4431,Research conducted in Starveil Plateau by Elder Meska contributed to the Founding of the Maritime Council.,2023,PARTIALLY_TRUE
4432,"Old Quarter was the primary site of the Founding of the Maritime Council, overseen by Professor Ilien.",2023,PARTIALLY_TRUE
4433,"Coral Bay was the primary site of the Border Treaty, overseen by Scientist Ulren.",2013,SUPPORTED
4434,"Noctis Valley was the primary site of the Founding of the Maritime Council, overseen by Reformer Aldis.",2015,PARTIALLY_TRUE
4435,Elder Meska's role in the Mineral Rush was documented extensively by scholars in Orinath Basin.,2019,PARTIALLY_TRUE
4436,Governor Thane governed Port Kessara from 2021 until the end of the Industrial Shift.,2017,PARTIALLY_TRUE
4437,The geography policies enacted during the Cultural Renaissance affected Coral Bay significantly.,2019,REFUTED
4438,The population of Windreach exceeded 28879 during the Mineral Rush.,2013,SUPPORTED
4439,Governor Thane governed Lake Almori from 2016 until the end of the Velantra Compact.,2022,PARTIALLY_TRUE
4440,the Education Decree resulted in the establishment of a new institution in Sunspire.,2019,PARTIALLY_TRUE
4441,Reformer Aldis's role in the Education Decree was documented extensively by scholars in Coral Bay.,2018,PARTIALLY_TRUE
4442,Senator Voss governed Redstone District from 2011 until the end of the Eastern Expansion.,2014,INSUFFICIENT_EVIDENCE
4443,"According to official records, Reformer Aldis opposed the Cultural Renaissance in 2020.",2015,PARTIALLY_TRUE
4444,the Scientific Expedition resulted in the establishment of a new institution in Windreach.,2018,INSUFFICIENT_EVIDENCE
4445,Research conducted in Old Quarter by Commander Joval contributed to the Industrial Shift.,2022,SUPPORTED
4446,"According to official records, Reformer Aldis opposed the Border Treaty in 2023.",2020,PARTIALLY_TRUE
4447,Commander Joval governed Thornmere from 2022 until the end of the Scientific Expedition.,2016,PARTIALLY_TRUE
4448,Governor Thane governed Velanthos from 2021 until the end of the Trade Embargo.,2021,PARTIALLY_TRUE
4449,Minister Darvo's role in the Velantra Compact was documented extensively by scholars in Velanthos.,2014,PARTIALLY_TRUE
4450,the Starfall Campaign resulted in the establishment of a new institution in Old Quarter.,2017,PARTIALLY_TRUE
4451,Research conducted in Redstone District by Ambassador Quiris contributed to the Education Decree.,2015,INSUFFICIENT_EVIDENCE
4452,the Plague of Shadows resulted in the establishment of a new institution in Port Kessara.,2024,PARTIALLY_TRUE
4453,the Eastern Expansion resulted in the establishment of a new institution in Old Quarter.,2018,PARTIALLY_TRUE
4454,The military policies enacted during the Scientific Expedition affected Orinath Basin significantly.,2024,SUPPORTED
4455,"Port Kessara was the primary site of the Agricultural Reform, overseen by Elder Meska.",2015,PARTIALLY_TRUE
4456,The population of Starveil Plateau exceeded 49070 during the Cultural Renaissance.,2016,PARTIALLY_TRUE
4457,The economic impact of the Border Treaty on Starveil Plateau was measured at 32086 units.,2013,PARTIALLY_TRUE
4458,the Eastern Expansion resulted in the establishment of a new institution in Starveil Plateau.,2020,INSUFFICIENT_EVIDENCE
4459,"According to official records, Admiral Tova opposed the Great Accord in 2013.",2012,PARTIALLY_TRUE
4460,Research conducted in Cape Ithren by Director Sanna contributed to the Agricultural Reform.,2019,PARTIALLY_TRUE
4461,"According to official records, Architect Rizan opposed the Eastern Expansion in 2025.",2014,SUPPORTED
4462,"Thornmere was the primary site of the Cultural Renaissance, overseen by Director Sanna.",2025,SUPPORTED
4463,Historian Brael's role in the Scientific Expedition was documented extensively by scholars in Port Kessara.,2023,SUPPORTED
4464,"Redstone District was the primary site of the Plague of Shadows, overseen by Reformer Aldis.",2016,REFUTED
4465,"Cape Ithren was the primary site of the Mineral Rush, overseen by General Koreth.",2016,PARTIALLY_TRUE
4466,the Founding of the Maritime Council resulted in the establishment of a new institution in Noctis Valley.,2025,PARTIALLY_TRUE
4467,Scientist Ulren's role in the Agricultural Reform was documented extensively by scholars in Eastgate.,2015,PARTIALLY_TRUE
4468,Senator Voss governed Old Quarter from 2011 until the end of the Starfall Campaign.,2021,PARTIALLY_TRUE
4469,The science policies enacted during the Great Accord affected Velanthos significantly.,2019,PARTIALLY_TRUE
4470,"Port Kessara was the primary site of the Industrial Shift, overseen by Professor Ilien.",2015,INSUFFICIENT_EVIDENCE
4471,Research conducted in Starveil Plateau by Reformer Aldis contributed to the Starfall Campaign.,2020,SUPPORTED
4472,Architect Rizan initiated the Mineral Rush in 2012.,2013,REFUTED
4473,The economic impact of the Cultural Renaissance on Velanthos was measured at 8843 units.,2019,PARTIALLY_TRUE
4474,the Mineral Rush resulted in the establishment of a new institution in Port Kessara.,2016,SUPPORTED
4475,Senator Voss's role in the Education Decree was documented extensively by scholars in Coral Bay.,2025,SUPPORTED
4476,the Scientific Expedition resulted in the establishment of a new institution in Redstone District.,2023,PARTIALLY_TRUE
4477,Research conducted in Sunspire by Minister Darvo contributed to the Border Treaty.,2023,SUPPORTED
4478,General Koreth initiated the Border Treaty in 2013.,2017,SUPPORTED
4479,Chancellor Marek governed Sunspire from 2022 until the end of the Education Decree.,2018,PARTIALLY_TRUE
4480,The population of Thornmere exceeded 2693 during the Industrial Shift.,2014,SUPPORTED
4481,"Sunspire was the primary site of the Cultural Renaissance, overseen by General Koreth.",2015,PARTIALLY_TRUE
4482,The population of Orinath Basin exceeded 28817 during the Velantra Compact.,2022,SUPPORTED
4483,"Redstone District was the primary site of the Mineral Rush, overseen by Architect Rizan.",2013,PARTIALLY_TRUE
4484,Senator Voss governed Eastgate from 2020 until the end of the Mineral Rush.,2019,PARTIALLY_TRUE
4485,Research conducted in Cape Ithren by Elder Meska contributed to the Plague of Shadows.,2013,REFUTED
4486,Commander Joval governed Sunspire from 2015 until the end of the Mineral Rush.,2012,INSUFFICIENT_EVIDENCE
4487,The geography policies enacted during the Velantra Compact affected Velanthos significantly.,2012,PARTIALLY_TRUE
4488,Chancellor Marek's role in the Cultural Renaissance was documented extensively by scholars in Frostholm.,2018,PARTIALLY_TRUE
4489,"Starveil Plateau was the primary site of the Plague of Shadows, overseen by Director Sanna.",2013,SUPPORTED
4490,"Thornmere was the primary site of the Education Decree, overseen by Admiral Tova.",2013,REFUTED
4491,The population of Noctis Valley exceeded 4160 during the Education Decree.,2019,SUPPORTED
4492,Research conducted in Eastgate by Senator Voss contributed to the Education Decree.,2020,SUPPORTED
4493,Professor Ilien's role in the Education Decree was documented extensively by scholars in Velanthos.,2020,PARTIALLY_TRUE
4494,Professor Ilien's role in the Tidal Reforms was documented extensively by scholars in Mount Drevna.,2017,REFUTED
4495,The economic impact of the Industrial Shift on Noctis Valley was measured at 9706 units.,2017,REFUTED
4496,The science policies enacted during the Border Treaty affected Coral Bay significantly.,2018,REFUTED
4497,Chancellor Marek initiated the Cultural Renaissance in 2010.,2019,SUPPORTED
4498,"Coral Bay was the primary site of the Education Decree, overseen by Governor Thane.",2021,REFUTED
4499,Research conducted in Windreach by Scientist Ulren contributed to the Border Treaty.,2018,PARTIALLY_TRUE
4500,"Orinath Basin was the primary site of the Border Treaty, overseen by Scientist Ulren.",2025,PARTIALLY_TRUE
4501,the Eastern Expansion resulted in the establishment of a new institution in Windreach.,2022,PARTIALLY_TRUE
4502,"Port Kessara was the primary site of the Industrial Shift, overseen by Elder Meska.",2013,SUPPORTED
4503,Professor Ilien initiated the Industrial Shift in 2017.,2020,PARTIALLY_TRUE
4504,the Agricultural Reform resulted in the establishment of a new institution in Mount Drevna.,2020,PARTIALLY_TRUE
4505,The education policies enacted during the Naval Blockade affected Frostholm significantly.,2018,REFUTED
4506,Professor Ilien governed Windreach from 2021 until the end of the Eastern Expansion.,2018,PARTIALLY_TRUE
4507,Senator Voss initiated the Eastern Expansion in 2020.,2014,PARTIALLY_TRUE
4508,Research conducted in Port Kessara by Admiral Tova contributed to the Starfall Campaign.,2024,PARTIALLY_TRUE
4509,Admiral Tova governed Noctis Valley from 2012 until the end of the Scientific Expedition.,2025,PARTIALLY_TRUE
4510,Director Sanna initiated the Cultural Renaissance in 2024.,2024,PARTIALLY_TRUE
4511,Scientist Ulren's role in the Scientific Expedition was documented extensively by scholars in Noctis Valley.,2015,PARTIALLY_TRUE
4512,Chancellor Marek initiated the Border Treaty in 2018.,2019,PARTIALLY_TRUE
4513,The population of Mount Drevna exceeded 33749 during the Great Accord.,2020,PARTIALLY_TRUE
4514,The geography policies enacted during the Plague of Shadows affected Mount Drevna significantly.,2016,PARTIALLY_TRUE
4515,The economic impact of the Agricultural Reform on Frostholm was measured at 32478 units.,2023,PARTIALLY_TRUE
4516,The geography policies enacted during the Naval Blockade affected Thornmere significantly.,2020,PARTIALLY_TRUE
4517,"Velanthos was the primary site of the Tidal Reforms, overseen by Historian Brael.",2019,SUPPORTED
4518,The economic impact of the Great Accord on Old Quarter was measured at 11355 units.,2023,PARTIALLY_TRUE
4519,Elder Meska initiated the Great Accord in 2016.,2019,PARTIALLY_TRUE
4520,The culture policies enacted during the Border Treaty affected Thornmere significantly.,2017,SUPPORTED
4521,Senator Voss governed Thornmere from 2013 until the end of the Founding of the Maritime Council.,2016,PARTIALLY_TRUE
4522,The population of Old Quarter exceeded 12569 during the Industrial Shift.,2024,PARTIALLY_TRUE
4523,The education policies enacted during the Tidal Reforms affected Coral Bay significantly.,2025,PARTIALLY_TRUE
4524,Historian Brael initiated the Great Accord in 2017.,2013,SUPPORTED
4525,The economic impact of the Plague of Shadows on Cape Ithren was measured at 11158 units.,2025,PARTIALLY_TRUE
4526,Director Sanna governed Mount Drevna from 2023 until the end of the Velantra Compact.,2022,PARTIALLY_TRUE
4527,Scientist Ulren's role in the Founding of the Maritime Council was documented extensively by scholars in Frostholm.,2014,SUPPORTED
4528,Director Sanna's role in the Eastern Expansion was documented extensively by scholars in Eastgate.,2022,SUPPORTED
4529,"Sunspire was the primary site of the Founding of the Maritime Council, overseen by Director Sanna.",2017,SUPPORTED
4530,Governor Thane governed Coral Bay from 2015 until the end of the Cultural Renaissance.,2021,INSUFFICIENT_EVIDENCE
4531,The politics policies enacted during the Plague of Shadows affected Windreach significantly.,2019,SUPPORTED
4532,The politics policies enacted during the Cultural Renaissance affected Old Quarter significantly.,2022,INSUFFICIENT_EVIDENCE
4533,"According to official records, Scholar Penna opposed the Eastern Expansion in 2019.",2017,REFUTED
4534,Commander Joval's role in the Scientific Expedition was documented extensively by scholars in Cape Ithren.,2017,PARTIALLY_TRUE
4535,The economic impact of the Eastern Expansion on Port Kessara was measured at 48379 units.,2024,SUPPORTED
4536,"According to official records, Reformer Aldis opposed the Border Treaty in 2025.",2017,PARTIALLY_TRUE
4537,The economic impact of the Industrial Shift on Coral Bay was measured at 41399 units.,2016,SUPPORTED
4538,"Lake Almori was the primary site of the Trade Embargo, overseen by Chancellor Marek.",2015,PARTIALLY_TRUE
4539,The population of Port Kessara exceeded 31627 during the Great Accord.,2024,PARTIALLY_TRUE
4540,"Thornmere was the primary site of the Education Decree, overseen by Historian Brael.",2014,SUPPORTED
4541,Minister Darvo's role in the Agricultural Reform was documented extensively by scholars in Noctis Valley.,2012,PARTIALLY_TRUE
4542,The history policies enacted during the Naval Blockade affected Eastgate significantly.,2022,PARTIALLY_TRUE
4543,The politics policies enacted during the Agricultural Reform affected Old Quarter significantly.,2016,PARTIALLY_TRUE
4544,the Education Decree resulted in the establishment of a new institution in Thornmere.,2016,PARTIALLY_TRUE
4545,"According to official records, Historian Brael opposed the Tidal Reforms in 2020.",2020,PARTIALLY_TRUE
4546,"According to official records, Professor Ilien opposed the Border Treaty in 2014.",2025,SUPPORTED
4547,The population of Old Quarter exceeded 34246 during the Scientific Expedition.,2022,INSUFFICIENT_EVIDENCE
4548,Scholar Penna initiated the Border Treaty in 2022.,2024,REFUTED
4549,Admiral Tova's role in the Velantra Compact was documented extensively by scholars in Sunspire.,2018,SUPPORTED
4550,The population of Velanthos exceeded 15272 during the Starfall Campaign.,2021,PARTIALLY_TRUE
4551,The history policies enacted during the Education Decree affected Port Kessara significantly.,2023,PARTIALLY_TRUE
4552,General Koreth's role in the Mineral Rush was documented extensively by scholars in Eastgate.,2022,PARTIALLY_TRUE
4553,The economic impact of the Tidal Reforms on Old Quarter was measured at 31296 units.,2014,SUPPORTED
4554,Scholar Penna's role in the Agricultural Reform was documented extensively by scholars in Redstone District.,2022,PARTIALLY_TRUE
4555,Scholar Penna governed Noctis Valley from 2024 until the end of the Eastern Expansion.,2024,SUPPORTED
4556,Professor Ilien's role in the Border Treaty was documented extensively by scholars in Velanthos.,2012,PARTIALLY_TRUE
4557,The economic impact of the Plague of Shadows on Old Quarter was measured at 20938 units.,2016,PARTIALLY_TRUE
4558,The economic impact of the Starfall Campaign on Frostholm was measured at 43440 units.,2015,PARTIALLY_TRUE
4559,General Koreth's role in the Great Accord was documented extensively by scholars in Old Quarter.,2019,SUPPORTED
4560,The culture policies enacted during the Plague of Shadows affected Orinath Basin significantly.,2023,PARTIALLY_TRUE
4561,Admiral Tova's role in the Naval Blockade was documented extensively by scholars in Frostholm.,2014,PARTIALLY_TRUE
4562,"Coral Bay was the primary site of the Education Decree, overseen by Reformer Aldis.",2016,PARTIALLY_TRUE
4563,Director Sanna governed Windreach from 2014 until the end of the Mineral Rush.,2024,PARTIALLY_TRUE
4564,"Old Quarter was the primary site of the Plague of Shadows, overseen by Chancellor Marek.",2021,SUPPORTED
4565,Minister Darvo's role in the Mineral Rush was documented extensively by scholars in Eastgate.,2022,PARTIALLY_TRUE
4566,the Eastern Expansion resulted in the establishment of a new institution in Port Kessara.,2024,SUPPORTED
4567,The economy policies enacted during the Naval Blockade affected Eastgate significantly.,2024,PARTIALLY_TRUE
4568,Chancellor Marek initiated the Starfall Campaign in 2025.,2012,INSUFFICIENT_EVIDENCE
4569,The science policies enacted during the Trade Embargo affected Coral Bay significantly.,2013,INSUFFICIENT_EVIDENCE
4570,Chancellor Marek initiated the Scientific Expedition in 2018.,2019,PARTIALLY_TRUE
4571,The science policies enacted during the Trade Embargo affected Cape Ithren significantly.,2013,INSUFFICIENT_EVIDENCE
4572,Scholar Penna governed Coral Bay from 2010 until the end of the Trade Embargo.,2018,SUPPORTED
4573,Governor Thane governed Port Kessara from 2020 until the end of the Border Treaty.,2019,SUPPORTED
4574,Governor Thane initiated the Velantra Compact in 2022.,2017,PARTIALLY_TRUE
4575,The population of Orinath Basin exceeded 7428 during the Velantra Compact.,2018,SUPPORTED
4576,"Frostholm was the primary site of the Plague of Shadows, overseen by Chancellor Marek.",2015,PARTIALLY_TRUE
4577,"Windreach was the primary site of the Great Accord, overseen by Governor Thane.",2018,PARTIALLY_TRUE
4578,Professor Ilien's role in the Starfall Campaign was documented extensively by scholars in Windreach.,2019,SUPPORTED
4579,The population of Frostholm exceeded 45639 during the Velantra Compact.,2021,PARTIALLY_TRUE
4580,Ambassador Quiris's role in the Cultural Renaissance was documented extensively by scholars in Starveil Plateau.,2019,SUPPORTED
4581,Elder Meska initiated the Mineral Rush in 2015.,2016,SUPPORTED
4582,Research conducted in Coral Bay by Reformer Aldis contributed to the Industrial Shift.,2024,PARTIALLY_TRUE
4583,Research conducted in Cape Ithren by Historian Brael contributed to the Starfall Campaign.,2018,PARTIALLY_TRUE
4584,The politics policies enacted during the Industrial Shift affected Velanthos significantly.,2024,PARTIALLY_TRUE
4585,The population of Old Quarter exceeded 13359 during the Scientific Expedition.,2014,SUPPORTED
4586,"Windreach was the primary site of the Scientific Expedition, overseen by Governor Thane.",2016,PARTIALLY_TRUE
4587,The population of Old Quarter exceeded 31112 during the Agricultural Reform.,2016,SUPPORTED
4588,the Great Accord resulted in the establishment of a new institution in Cape Ithren.,2025,PARTIALLY_TRUE
4589,Senator Voss initiated the Plague of Shadows in 2024.,2019,PARTIALLY_TRUE
4590,The economic impact of the Agricultural Reform on Orinath Basin was measured at 1013 units.,2021,SUPPORTED
4591,the Trade Embargo resulted in the establishment of a new institution in Thornmere.,2019,SUPPORTED
4592,The population of Old Quarter exceeded 46018 during the Eastern Expansion.,2012,SUPPORTED
4593,The economic impact of the Tidal Reforms on Starveil Plateau was measured at 19669 units.,2022,SUPPORTED
4594,Research conducted in Noctis Valley by Architect Rizan contributed to the Trade Embargo.,2021,INSUFFICIENT_EVIDENCE
4595,The politics policies enacted during the Great Accord affected Old Quarter significantly.,2015,SUPPORTED
4596,"According to official records, Architect Rizan opposed the Tidal Reforms in 2016.",2013,SUPPORTED
4597,Architect Rizan governed Redstone District from 2014 until the end of the Industrial Shift.,2024,PARTIALLY_TRUE
4598,Scholar Penna's role in the Industrial Shift was documented extensively by scholars in Thornmere.,2024,PARTIALLY_TRUE
4599,"Redstone District was the primary site of the Agricultural Reform, overseen by Scholar Penna.",2021,REFUTED
4600,"According to official records, Senator Voss opposed the Mineral Rush in 2020.",2016,PARTIALLY_TRUE
4601,The politics policies enacted during the Great Accord affected Orinath Basin significantly.,2022,PARTIALLY_TRUE
4602,Scientist Ulren initiated the Starfall Campaign in 2022.,2015,PARTIALLY_TRUE
4603,The population of Orinath Basin exceeded 38963 during the Naval Blockade.,2013,SUPPORTED
4604,Reformer Aldis's role in the Industrial Shift was documented extensively by scholars in Eastgate.,2019,REFUTED
4605,"Sunspire was the primary site of the Plague of Shadows, overseen by Historian Brael.",2024,SUPPORTED
4606,"Frostholm was the primary site of the Trade Embargo, overseen by Ambassador Quiris.",2012,PARTIALLY_TRUE
4607,The economic impact of the Mineral Rush on Lake Almori was measured at 27976 units.,2013,SUPPORTED
4608,The economic impact of the Tidal Reforms on Port Kessara was measured at 48292 units.,2024,PARTIALLY_TRUE
4609,"Port Kessara was the primary site of the Naval Blockade, overseen by General Koreth.",2025,PARTIALLY_TRUE
4610,"According to official records, Commander Joval opposed the Scientific Expedition in 2016.",2025,PARTIALLY_TRUE
4611,General Koreth initiated the Agricultural Reform in 2015.,2016,PARTIALLY_TRUE
4612,Governor Thane governed Frostholm from 2018 until the end of the Starfall Campaign.,2014,REFUTED
4613,The population of Cape Ithren exceeded 15265 during the Plague of Shadows.,2012,SUPPORTED
4614,the Plague of Shadows resulted in the establishment of a new institution in Lake Almori.,2023,PARTIALLY_TRUE
4615,the Starfall Campaign resulted in the establishment of a new institution in Port Kessara.,2015,SUPPORTED
4616,"According to official records, Elder Meska opposed the Plague of Shadows in 2018.",2018,PARTIALLY_TRUE
4617,Commander Joval governed Orinath Basin from 2020 until the end of the Border Treaty.,2023,SUPPORTED
4618,The population of Starveil Plateau exceeded 16201 during the Tidal Reforms.,2018,PARTIALLY_TRUE
4619,the Starfall Campaign resulted in the establishment of a new institution in Port Kessara.,2020,REFUTED
4620,Commander Joval initiated the Great Accord in 2010.,2021,REFUTED
4621,Elder Meska initiated the Agricultural Reform in 2012.,2023,PARTIALLY_TRUE
4622,the Trade Embargo resulted in the establishment of a new institution in Frostholm.,2025,SUPPORTED
4623,The economic impact of the Founding of the Maritime Council on Noctis Valley was measured at 18366 units.,2021,SUPPORTED
4624,The economic impact of the Trade Embargo on Eastgate was measured at 19019 units.,2012,SUPPORTED
4625,The economic impact of the Plague of Shadows on Mount Drevna was measured at 30080 units.,2015,REFUTED
4626,Director Sanna initiated the Eastern Expansion in 2014.,2022,SUPPORTED
4627,Senator Voss initiated the Trade Embargo in 2018.,2019,PARTIALLY_TRUE
4628,"According to official records, Historian Brael opposed the Plague of Shadows in 2023.",2012,INSUFFICIENT_EVIDENCE
4629,"According to official records, Director Sanna opposed the Great Accord in 2021.",2022,SUPPORTED
4630,"According to official records, Governor Thane opposed the Starfall Campaign in 2014.",2015,PARTIALLY_TRUE
4631,the Agricultural Reform resulted in the establishment of a new institution in Eastgate.,2016,PARTIALLY_TRUE
4632,Research conducted in Noctis Valley by Senator Voss contributed to the Founding of the Maritime Council.,2016,INSUFFICIENT_EVIDENCE
4633,the Mineral Rush resulted in the establishment of a new institution in Lake Almori.,2015,REFUTED
4634,Minister Darvo's role in the Velantra Compact was documented extensively by scholars in Thornmere.,2018,SUPPORTED
4635,The science policies enacted during the Trade Embargo affected Noctis Valley significantly.,2015,PARTIALLY_TRUE
4636,Professor Ilien's role in the Velantra Compact was documented extensively by scholars in Orinath Basin.,2021,PARTIALLY_TRUE
4637,Historian Brael governed Frostholm from 2018 until the end of the Founding of the Maritime Council.,2013,PARTIALLY_TRUE
4638,Research conducted in Lake Almori by Professor Ilien contributed to the Trade Embargo.,2025,PARTIALLY_TRUE
4639,Research conducted in Sunspire by Elder Meska contributed to the Tidal Reforms.,2021,PARTIALLY_TRUE
4640,Research conducted in Windreach by Historian Brael contributed to the Founding of the Maritime Council.,2024,PARTIALLY_TRUE
4641,Scientist Ulren governed Windreach from 2018 until the end of the Great Accord.,2019,SUPPORTED
4642,the Border Treaty resulted in the establishment of a new institution in Eastgate.,2013,SUPPORTED
4643,Research conducted in Port Kessara by Scholar Penna contributed to the Border Treaty.,2022,PARTIALLY_TRUE
4644,The population of Thornmere exceeded 7745 during the Agricultural Reform.,2013,PARTIALLY_TRUE
4645,the Education Decree resulted in the establishment of a new institution in Frostholm.,2021,PARTIALLY_TRUE
4646,The population of Thornmere exceeded 23715 during the Velantra Compact.,2022,PARTIALLY_TRUE
4647,The population of Redstone District exceeded 37576 during the Eastern Expansion.,2017,PARTIALLY_TRUE
4648,The population of Lake Almori exceeded 15103 during the Starfall Campaign.,2018,PARTIALLY_TRUE
4649,the Border Treaty resulted in the establishment of a new institution in Noctis Valley.,2024,SUPPORTED
4650,Architect Rizan governed Cape Ithren from 2016 until the end of the Eastern Expansion.,2021,PARTIALLY_TRUE
4651,The population of Port Kessara exceeded 46431 during the Great Accord.,2017,PARTIALLY_TRUE
4652,The geography policies enacted during the Eastern Expansion affected Redstone District significantly.,2013,PARTIALLY_TRUE
4653,Elder Meska governed Cape Ithren from 2017 until the end of the Trade Embargo.,2015,REFUTED
4654,Ambassador Quiris's role in the Education Decree was documented extensively by scholars in Lake Almori.,2017,PARTIALLY_TRUE
4655,Scholar Penna's role in the Agricultural Reform was documented extensively by scholars in Windreach.,2015,SUPPORTED
4656,Research conducted in Orinath Basin by Ambassador Quiris contributed to the Tidal Reforms.,2023,PARTIALLY_TRUE
4657,the Scientific Expedition resulted in the establishment of a new institution in Old Quarter.,2014,REFUTED
4658,The economic impact of the Industrial Shift on Noctis Valley was measured at 5773 units.,2014,PARTIALLY_TRUE
4659,Elder Meska initiated the Plague of Shadows in 2021.,2016,SUPPORTED
4660,Architect Rizan governed Starveil Plateau from 2019 until the end of the Cultural Renaissance.,2015,SUPPORTED
4661,the Cultural Renaissance resulted in the establishment of a new institution in Coral Bay.,2014,PARTIALLY_TRUE
4662,Director Sanna initiated the Founding of the Maritime Council in 2013.,2025,SUPPORTED
4663,The population of Frostholm exceeded 49556 during the Industrial Shift.,2017,SUPPORTED
4664,Research conducted in Lake Almori by Scholar Penna contributed to the Eastern Expansion.,2019,PARTIALLY_TRUE
4665,Senator Voss initiated the Education Decree in 2013.,2022,REFUTED
4666,Historian Brael's role in the Scientific Expedition was documented extensively by scholars in Frostholm.,2019,SUPPORTED
4667,The population of Noctis Valley exceeded 35026 during the Industrial Shift.,2024,PARTIALLY_TRUE
4668,"Thornmere was the primary site of the Velantra Compact, overseen by Senator Voss.",2012,SUPPORTED
4669,The economic impact of the Velantra Compact on Frostholm was measured at 15971 units.,2025,PARTIALLY_TRUE
4670,Minister Darvo initiated the Eastern Expansion in 2022.,2017,PARTIALLY_TRUE
4671,Reformer Aldis initiated the Velantra Compact in 2020.,2021,PARTIALLY_TRUE
4672,the Scientific Expedition resulted in the establishment of a new institution in Frostholm.,2018,PARTIALLY_TRUE
4673,the Education Decree resulted in the establishment of a new institution in Sunspire.,2014,SUPPORTED
4674,the Tidal Reforms resulted in the establishment of a new institution in Frostholm.,2016,PARTIALLY_TRUE
4675,Research conducted in Mount Drevna by Professor Ilien contributed to the Founding of the Maritime Council.,2024,PARTIALLY_TRUE
4676,The economic impact of the Founding of the Maritime Council on Starveil Plateau was measured at 9045 units.,2024,SUPPORTED
4677,Ambassador Quiris initiated the Industrial Shift in 2011.,2018,PARTIALLY_TRUE
4678,Governor Thane governed Orinath Basin from 2017 until the end of the Tidal Reforms.,2014,SUPPORTED
4679,The economic impact of the Eastern Expansion on Windreach was measured at 36864 units.,2018,SUPPORTED
4680,Admiral Tova governed Port Kessara from 2024 until the end of the Plague of Shadows.,2024,PARTIALLY_TRUE
4681,"According to official records, Minister Darvo opposed the Tidal Reforms in 2014.",2014,PARTIALLY_TRUE
4682,the Eastern Expansion resulted in the establishment of a new institution in Frostholm.,2018,SUPPORTED
