question_id,situation,question,output
526,"A Ranger of level 6 is on Mountain, carrying 37 mana with 86 HP left and combat stats of 13 strength and 5 defense. The target is a level 9 Summoner with Stunned status on Ruins (11 HP, 9 strength, 16 defense), distant from the attacker. The attempt: attack the Summoner. The Ranger has Invisible and Shielded status.",Can the Ranger attack the Summoner?,"<analysis>Rangers can attack at range with their bows, bypassing the adjacency requirement. On top of that, the Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. At the same time, from the Mountain's height, even melee units can strike distant targets below. Additionally, when the target's defense exceeds the attacker's strength, damage output drops significantly. Meanwhile, melee attacks require the attacker to be adjacent to the target. Compounding this, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
4361,"A level 9 Striker stands on Swamp terrain with 34 mana and 23 HP (strength 20, defense 8). The target is a level 3 Paladin on Plains (78 HP, 9 defense), adjacent to the caster. Striker attempts to cast Drain on the Paladin.",Can the Striker cast Drain on the Paladin?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). Additionally, strikers lack arcane training and cannot cast spells. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
2963,"On Desert terrain, a Striker at level 5 (45 mana, 17 HP, 20 strength, 9 defense) attack the Striker. The target is a level 7 Striker on Ruins (20 HP, 7 strength, 14 defense), distant from the attacker. ",Can the Striker attack the Striker?,"<analysis>Without adjacency, a melee attack has no chance of connecting. At the same time, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
2946,"A Ranger of level 2 is on Plains, carrying 27 mana with 66 HP left and combat stats of 8 strength and 7 defense. The target is a level 4 Striker with Stunned status on Swamp (92 HP, 13 strength, 10 defense), adjacent to the attacker. The attempt: attack the Striker.",Can the Ranger attack the Striker?,"<analysis>Low-level Rangers (below 4) suffer a damage penalty on attacks (unit is level 2). At the same time, insufficient strength against the target's defenses means the attack deals partial damage. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
377,"On Mountain terrain, a Rogue at level 3 (26 mana, 96 HP, 12 strength, 8 defense) cast Lightning on the Rogue. The target is a level 4 Rogue on Desert (76 HP, 13 defense), adjacent to the caster.  The Rogue has Poisoned status.",Can the Rogue cast Lightning on the Rogue?,"<analysis>A Rogue has no capacity for magic and cannot cast any spell. Furthermore, lightning costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 26). On top of that, only units of level 7 or higher can cast Lightning (unit is level 3). The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
3899,"A Rogue of level 1 is on Forest, carrying 33 mana with 69 HP left and combat stats of 15 strength and 14 defense. The target is a level 7 Ranger on Plains (43 HP, 16 defense), adjacent to the caster. The attempt: cast Fireball on the Ranger. The Rogue has Burning and Stunned status.",Can the Rogue cast Fireball on the Ranger?,"<analysis>A Burning caster channels their own flames into Fireball, bypassing Forest's suppression. Meanwhile, while Stunned, performing any cast action is impossible. At the same time, spellcasting is not available to Rogue units — they have no magical ability. Additionally, casting Fireball in Forest fails because ambient moisture dampens the magic. However, only units of level 6 or higher can cast Fireball (unit is level 1). Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
1559,"Ranger (level 9) occupies Swamp terrain. Current stats: 18 mana, 77 HP, 15 strength, 20 defense. The target is a level 4 Ranger with Stunned status on Mountain (79 HP, 14 strength, 15 defense), adjacent to the attacker. The Ranger wants to attack the Ranger. The Ranger has Frozen and Stunned status.",Can the Ranger attack the Ranger?,"<analysis>While Frozen, performing any attack action is impossible. On top of that, stunned units cannot attack. The condition prevents all voluntary actions. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
692,"Guardian (level 1) occupies Plains terrain. Current stats: 35 mana, 40 HP, 17 strength, 14 defense. The target is a level 6 Guardian with Poisoned status on Swamp (95 HP, 17 defense), distant from the caster. The Guardian wants to cast Shadowstep on the Guardian.",Can the Guardian cast Shadowstep on the Guardian?,"<analysis>Spellcasting is not available to Guardian units — they have no magical ability. Beyond that, casting Shadowstep requires the caster to be at least level 7 (unit is level 1). The attempt fails completely under these conditions.</analysis>
<outcome>MODIFIED</outcome>"
1963,"On Swamp terrain, a Rogue at level 1 (25 mana, 74 HP, 17 strength, 7 defense) cast Shadowstep on the Rogue. The target is a level 9 Rogue on Mountain (72 HP, 15 defense), adjacent to the caster. ",Can the Rogue cast Shadowstep on the Rogue?,"<analysis>Spellcasting is not available to Rogue units — they have no magical ability. Beyond that, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 1). Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
5206,"The Rogue is level 9, positioned on Swamp with 48 HP and 25 mana remaining (18 strength, 12 defense). The unit tries to move to Plains. The Rogue has Invisible status.",Can the Rogue move to Plains?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Beyond that, the Plains environment is favorable for Rogues, granting enhanced movement. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
348,"Rogue (level 1) occupies Mountain terrain. Current stats: 7 mana, 44 HP, 4 strength, 4 defense. The target is a level 4 Paladin on Plains (25 HP, 8 strength, 14 defense), adjacent to the attacker. The Rogue wants to attack the Paladin.",Can the Rogue attack the Paladin?,"<analysis>Low-level Rogues (below 4) suffer a damage penalty on attacks (unit is level 1). Meanwhile, the attacker's strength is lower than the target's defense, resulting in reduced damage. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
2434,"Paladin (level 6) occupies Desert terrain. Current stats: 39 mana, 20 HP, 7 strength, 17 defense. The target is a level 8 Mage on Plains (61 HP, 9 defense), distant from the caster. The Paladin wants to cast Shadowstep on the Mage.",Can the Paladin cast Shadowstep on the Mage?,"<analysis>Casting Shadowstep in Desert fails because extreme heat destabilizes the spell structure. Compounding this, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 6). The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
2246,"A level 6 Guardian stands on Plains terrain with 5 mana and 80 HP (strength 20, defense 11). The target is a level 10 Rogue on Desert (78 HP, 13 defense), adjacent to the caster. Guardian attempts to cast Barrier on the Rogue. The Guardian has Poisoned status.",Can the Guardian cast Barrier on the Rogue?,"<analysis>Spellcasting is not available to Guardian units — they have no magical ability. However, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 5). The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
4582,"A Ranger of level 2 is on Mountain, carrying 31 mana with 44 HP left and combat stats of 15 strength and 8 defense. The attempt: move to Desert. The Ranger has Invisible status.",Can the Ranger move to Desert?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Additionally, a Ranger entering Desert moves with extra efficiency. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
3633,"A level 6 Paladin stands on Mountain terrain with 22 mana and 97 HP (strength 10, defense 5). The target is a level 6 Mage with Poisoned status on Swamp (78 HP, 20 strength, 19 defense), adjacent to the attacker. Paladin attempts to attack the Mage.",Can the Paladin attack the Mage?,"<analysis>The attacker's strength is lower than the target's defense, resulting in reduced damage. On top of that, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
1709,"On Plains terrain, a Striker at level 8 (30 mana, 73 HP, 15 strength, 7 defense) cast Heal on the Summoner. The target is a level 3 Summoner with Invisible status on Plains (90 HP, 12 defense), adjacent to the caster.  The Striker has Frozen and Stunned status.",Can the Striker cast Heal on the Summoner?,"<analysis>Frozen units cannot cast spells. The condition prevents all voluntary actions. Compounding this, while Stunned, performing any cast action is impossible. Additionally, casting Heal while under Stunned produces a synergy that strengthens the spell. Beyond that, spellcasting is not available to Striker units — they have no magical ability. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
1050,"Summoner (level 1) occupies Desert terrain. Current stats: 32 mana, 13 HP, 10 strength, 12 defense. The target is a level 7 Paladin on Ruins (48 HP, 6 strength, 20 defense), adjacent to the attacker. The Summoner wants to attack the Paladin.",Can the Summoner attack the Paladin?,"<analysis>With HP below 15, the unit's attack effectiveness is significantly reduced. Additionally, insufficient strength against the target's defenses means the attack deals partial damage. However, the Desert environment makes it harder to land attacks — accuracy suffers. On top of that, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
590,"A Paladin of level 3 is on Mountain, carrying 9 mana with 39 HP left and combat stats of 7 strength and 16 defense. The target is a level 9 Mage on Ruins (8 HP, 11 defense), adjacent to the caster. The attempt: cast Heal on the Mage. The Paladin has Shielded status.",Can the Paladin cast Heal on the Mage?,"<analysis>Casting Heal requires at least 18 mana. Insufficient mana blocks the spell (current mana: 9). Meanwhile, the Mountain environment prevents Heal from forming: the thin air disrupts concentration. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
519,"A Rogue of level 4 is on Plains, carrying 13 mana with 69 HP left and combat stats of 17 strength and 12 defense. The attempt: move to Plains. The Rogue has Invisible and Stunned status.",Can the Rogue move to Plains?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, stunned units cannot move. The condition prevents all voluntary actions. Meanwhile, a Rogue entering Plains moves with extra efficiency. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
3380,"A Rogue of level 6 is on Mountain, carrying 12 mana with 33 HP left and combat stats of 18 strength and 3 defense. The target is a level 10 Striker with Shielded status on Plains (54 HP, 6 defense), adjacent to the caster. The attempt: cast Drain on the Striker.",Can the Rogue cast Drain on the Striker?,"<analysis>Spellcasting is not available to Rogue units — they have no magical ability. Beyond that, casting Drain requires at least 20 mana. Insufficient mana blocks the spell (current mana: 12). Furthermore, the Mountain environment prevents Drain from forming: the thin air disrupts concentration. Additionally, drain against a Shielded target neutralizes the status instead of dealing normal damage. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
3676,"On Plains terrain, a Ranger at level 3 (47 mana, 65 HP, 5 strength, 18 defense) attack the Guardian. The target is a level 4 Guardian on Plains (90 HP, 20 strength, 14 defense), adjacent to the attacker.  The Ranger has Poisoned and Shielded status.",Can the Ranger attack the Guardian?,"<analysis>Until reaching level 4, Ranger attacks are weakened significantly (unit is level 3). Compounding this, the attacker's strength is lower than the target's defense, resulting in reduced damage. The action succeeds in a modified form.</analysis>
<outcome>ALLOWED</outcome>"
4983,"A level 4 Ranger stands on Desert terrain with 26 mana and 38 HP (strength 10, defense 16). The target is a level 9 Ranger with Frozen and Shielded status on Forest (74 HP, 12 strength, 5 defense), distant from the attacker. Ranger attempts to attack the Ranger.",Can the Ranger attack the Ranger?,"<analysis>Rangers can attack at range with their bows, bypassing the adjacency requirement. Beyond that, melee attacks require the attacker to be adjacent to the target. Additionally, the target's Shield absorbs a portion of the incoming damage, reducing it by half. On top of that, the Desert environment makes it harder to land attacks — accuracy suffers. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
4538,"A level 10 Paladin stands on Swamp terrain with 34 mana and 43 HP (strength 5, defense 6). Paladin attempts to move to Swamp. The Paladin has Frozen and Invisible status.",Can the Paladin move to Swamp?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. On top of that, the Frozen effect immobilizes the unit, blocking any attempt to move. Beyond that, the Swamp environment is impassable for Paladin units. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
2477,"A level 9 Summoner stands on Swamp terrain with 16 mana and 45 HP (strength 4, defense 17). The target is a level 2 Guardian on Swamp (56 HP, 12 defense), adjacent to the caster. Summoner attempts to cast Drain on the Guardian. The Summoner has Frozen status.",Can the Summoner cast Drain on the Guardian?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). Beyond that, the Frozen effect immobilizes the unit, blocking any attempt to cast spells. At the same time, drain costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 16). While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
1083,"A Guardian of level 7 is on Swamp, carrying 33 mana with 65 HP left and combat stats of 11 strength and 5 defense. The target is a level 7 Striker with Shielded status on Plains (18 HP, 17 strength, 16 defense), distant from the attacker. The attempt: attack the Striker. The Guardian has Poisoned status.",Can the Guardian attack the Striker?,"<analysis>The attacker's strength is lower than the target's defense, resulting in reduced damage. Furthermore, without adjacency, a melee attack has no chance of connecting. Compounding this, the magical barrier around the target deflects half the attack's force. Beyond that, against a target with 15+ defense, even powerful attacks are partially deflected. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
1607,"On Mountain terrain, a Rogue at level 6 (20 mana, 46 HP, 15 strength, 10 defense) cast Shadowstep on the Ranger. The target is a level 8 Ranger on Desert (65 HP, 4 defense), adjacent to the caster. ",Can the Rogue cast Shadowstep on the Ranger?,"<analysis>A Rogue has no capacity for magic and cannot cast any spell. Compounding this, only units of level 7 or higher can cast Shadowstep (unit is level 6). The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
3610,"The Rogue is level 3, positioned on Ruins with 29 HP and 27 mana remaining (12 strength, 9 defense). The target is a level 4 Summoner on Ruins (47 HP, 7 defense), adjacent to the caster. The unit tries to cast Frostbind on the Summoner. The Rogue has Burning and Shielded status.",Can the Rogue cast Frostbind on the Summoner?,"<analysis>Spellcasting is not available to Rogue units — they have no magical ability. At the same time, frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 27). However, the Ruins environment prevents Frostbind from forming: residual dark energy interferes with the casting. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
5255,"Guardian (level 9) occupies Desert terrain. Current stats: 28 mana, 57 HP, 12 strength, 5 defense. The Guardian wants to move to Plains. The Guardian has Invisible and Shielded status.",Can the Guardian move to Plains?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. Additionally, guardians cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
4962,"A Ranger of level 3 is on Desert, carrying 38 mana with 12 HP left and combat stats of 16 strength and 3 defense. The target is a level 5 Striker with Invisible and Stunned status on Mountain (43 HP, 17 strength, 20 defense), distant from the attacker. The attempt: attack the Striker.",Can the Ranger attack the Striker?,"<analysis>Rangers can attack at range with their bows, bypassing the adjacency requirement. However, a Ranger below level 4 deals reduced attack damage due to inexperience (unit is level 3). Meanwhile, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Furthermore, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, without adjacency, a melee attack has no chance of connecting. Additionally, combat effectiveness drops when fighting on Desert terrain. On top of that, against a target with 15+ defense, even powerful attacks are partially deflected. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
1294,"A Striker of level 8 is on Mountain, carrying 11 mana with 33 HP left and combat stats of 19 strength and 9 defense. The attempt: move to Swamp. The Striker has Invisible and Shielded status.",Can the Striker move to Swamp?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. However, strikers cannot traverse Swamp terrain due to their physical limitations. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
1809,"On Mountain terrain, a Rogue at level 9 (50 mana, 29 HP, 16 strength, 15 defense) cast Fireball on the Rogue. The target is a level 8 Rogue on Plains (33 HP, 5 defense), distant from the caster. ",Can the Rogue cast Fireball on the Rogue?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 9). Compounding this, spellcasting is not available to Rogue units — they have no magical ability. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
3595,"Ranger (level 7) occupies Plains terrain. Current stats: 27 mana, 85 HP, 5 strength, 9 defense. The target is a level 10 Striker on Ruins (69 HP, 13 defense), distant from the caster. The Ranger wants to cast Rally on the Striker. The Ranger has Frozen and Stunned status.",Can the Ranger cast Rally on the Striker?,"<analysis>Frozen units cannot cast spells. The condition prevents all voluntary actions. Meanwhile, while Stunned, performing any cast action is impossible. However, rangers lack arcane training and cannot cast spells. At the same time, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 27). The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
791,"A level 4 Summoner stands on Mountain terrain with 23 mana and 33 HP (strength 11, defense 5). The target is a level 7 Summoner with Invisible and Poisoned status on Ruins (37 HP, 10 strength, 19 defense), adjacent to the attacker. Summoner attempts to attack the Summoner.",Can the Summoner attack the Summoner?,"<analysis>Insufficient strength against the target's defenses means the attack deals partial damage. Meanwhile, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
792,"A Healer of level 1 is on Plains, carrying 49 mana with 53 HP left and combat stats of 20 strength and 13 defense. The target is a level 4 Ranger with Stunned status on Swamp (66 HP, 13 defense), adjacent to the caster. The attempt: cast Shadowstep on the Ranger.",Can the Healer cast Shadowstep on the Ranger?,"<analysis>When the caster has 45 or more mana, Shadowstep activates at heightened power (current mana: 49). At the same time, casting Shadowstep requires the caster to be at least level 7 (unit is level 1). The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
4528,"Mage (level 7) occupies Plains terrain. Current stats: 7 mana, 95 HP, 20 strength, 4 defense. The Mage wants to move to Mountain. The Mage has Invisible and Stunned status.",Can the Mage move to Mountain?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. On top of that, while Stunned, performing any move action is impossible. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
1855,"Healer (level 1) occupies Ruins terrain. Current stats: 48 mana, 55 HP, 18 strength, 17 defense. The target is a level 2 Striker with Burning status on Swamp (86 HP, 4 defense), adjacent to the caster. The Healer wants to cast Frostbind on the Striker. The Healer has Stunned status.",Can the Healer cast Frostbind on the Striker?,"<analysis>While Stunned, performing any cast action is impossible. Furthermore, a caster with Stunned status channels that energy into Frostbind, amplifying its effect. At the same time, when the caster has 35 or more mana, Frostbind activates at heightened power (current mana: 48). Meanwhile, casting Frostbind in Ruins fails because residual dark energy interferes with the casting. Compounding this, the Frostbind spell interacts with Burning status — the status is cleansed instead of the normal spell outcome. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
5233,"The Guardian is level 7, positioned on Ruins with 41 HP and 7 mana remaining (8 strength, 8 defense). The unit tries to move to Plains. The Guardian has Frozen and Invisible status.",Can the Guardian move to Plains?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. On top of that, frozen units cannot move. The condition prevents all voluntary actions. Compounding this, guardians cannot traverse Plains terrain due to their physical limitations. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
1980,"A Ranger of level 4 is on Desert, carrying 26 mana with 74 HP left and combat stats of 7 strength and 7 defense. The target is a level 1 Rogue with Frozen status on Forest (87 HP, 9 strength, 19 defense), adjacent to the attacker. The attempt: attack the Rogue. The Ranger has Burning and Invisible status.",Can the Ranger attack the Rogue?,"<analysis>Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. At the same time, when the target's defense exceeds the attacker's strength, damage output drops significantly. Beyond that, combat effectiveness drops when fighting on Desert terrain. Compounding this, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
3233,"Paladin (level 10) occupies Forest terrain. Current stats: 49 mana, 40 HP, 13 strength, 18 defense. The target is a level 9 Healer with Invisible and Poisoned status on Mountain (84 HP, 19 defense), adjacent to the caster. The Paladin wants to cast Rally on the Healer.",Can the Paladin cast Rally on the Healer?,"<analysis>A caster of level 8 or higher has mastered their craft — terrain penalties on spellcasting are reduced (unit is level 10). Additionally, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
3598,"On Ruins terrain, a Ranger at level 4 (32 mana, 50 HP, 13 strength, 3 defense) attack the Guardian. The target is a level 10 Guardian with Stunned status on Desert (52 HP, 8 strength, 18 defense), adjacent to the attacker.  The Ranger has Frozen and Shielded status.",Can the Ranger attack the Guardian?,"<analysis>While Frozen, performing any attack action is impossible. At the same time, insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
933,"The Ranger is level 1, positioned on Desert with 60 HP and 21 mana remaining (4 strength, 11 defense). The unit tries to move to Plains. The Ranger has Invisible status.",Can the Ranger move to Plains?,"<analysis>Invisibility reveals secret passages through otherwise restricted terrain. Additionally, a Ranger finds Plains terrain incompatible with their movement capabilities. Nothing prevents the action from succeeding normally.</analysis>
<outcome>ALLOWED</outcome>"
3963,"On Forest terrain, a Ranger at level 9 (9 mana, 33 HP, 13 strength, 11 defense) move to Plains.  The Ranger has Shielded and Stunned status.",Can the Ranger move to Plains?,"<analysis>While Stunned, performing any move action is impossible. On top of that, the Plains environment is impassable for Ranger units. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
5310,"A level 4 Summoner stands on Desert terrain with 38 mana and 26 HP (strength 8, defense 14). Summoner attempts to move to Plains. The Summoner has Invisible and Poisoned status.",Can the Summoner move to Plains?,"<analysis>While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, summoners cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
3328,"A level 8 Striker stands on Forest terrain with 12 mana and 31 HP (strength 20, defense 5). The target is a level 5 Striker on Plains (45 HP, 11 strength, 10 defense), adjacent to the attacker. Striker attempts to attack the Striker. The Striker has Poisoned status.",Can the Striker attack the Striker?,"<analysis>The attacker's strength exceeds the target's defense by more than 10, dealing devastating bonus damage. Additionally, the Forest environment makes it harder to land attacks — accuracy suffers. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
1530,"The Ranger is level 2, positioned on Swamp with 78 HP and 33 mana remaining (11 strength, 4 defense). The unit tries to move to Plains. The Ranger has Invisible status.",Can the Ranger move to Plains?,"<analysis>The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. Compounding this, rangers cannot traverse Plains terrain due to their physical limitations. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
1410,"A Ranger of level 10 is on Ruins, carrying 43 mana with 78 HP left and combat stats of 20 strength and 8 defense. The target is a level 4 Summoner with Shielded status on Mountain (7 HP, 17 strength, 10 defense), adjacent to the attacker. The attempt: attack the Summoner. The Ranger has Stunned status.",Can the Ranger attack the Summoner?,"<analysis>Stunned units cannot attack. The condition prevents all voluntary actions. Additionally, with strength outpacing defense by 10+, the attack lands with overwhelming force. On top of that, the magical barrier around the target deflects half the attack's force. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
3524,"A level 5 Healer stands on Ruins terrain with 15 mana and 8 HP (strength 3, defense 12). The target is a level 1 Healer with Stunned status on Forest (93 HP, 3 defense), adjacent to the caster. Healer attempts to cast Shadowstep on the Healer.",Can the Healer cast Shadowstep on the Healer?,"<analysis>Shadowstep costs 20 mana to cast. Without enough mana, the spell fizzles (current mana: 15). Beyond that, shadowstep is locked until level 7 — lower-level casters cannot use it (unit is level 5). Additionally, with HP below 15, the unit's cast effectiveness is significantly reduced. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
4812,"Summoner (level 6) occupies Plains terrain. Current stats: 32 mana, 62 HP, 3 strength, 19 defense. The Summoner wants to move to Mountain. The Summoner has Frozen and Invisible status.",Can the Summoner move to Mountain?,"<analysis>The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. At the same time, the Frozen effect immobilizes the unit, blocking any attempt to move. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
5113,"The Striker is level 4, positioned on Mountain with 28 HP and 48 mana remaining (15 strength, 9 defense). The target is a level 5 Mage on Mountain (65 HP, 9 strength, 19 defense), distant from the attacker. The unit tries to attack the Mage.",Can the Striker attack the Mage?,"<analysis>Elevation advantage on Mountain terrain turns all attacks into ranged attacks. On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, without adjacency, a melee attack has no chance of connecting. However, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds without restriction.</analysis>
<outcome>BLOCKED</outcome>"
4504,"A Mage of level 7 is on Forest, carrying 18 mana with 22 HP left and combat stats of 12 strength and 15 defense. The target is a level 7 Summoner with Shielded status on Plains (27 HP, 5 strength, 14 defense), adjacent to the attacker. The attempt: attack the Summoner. The Mage has Invisible status.",Can the Mage attack the Summoner?,"<analysis>Striking while Invisible grants a devastating sneak attack bonus before the stealth breaks. Beyond that, the attacker's strength is lower than the target's defense, resulting in reduced damage. However, shielded targets take only 50% damage from physical attacks. Meanwhile, combat effectiveness drops when fighting on Forest terrain. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
83,"On Forest terrain, a Rogue at level 5 (32 mana, 66 HP, 11 strength, 7 defense) attack the Striker. The target is a level 9 Striker with Poisoned status on Swamp (53 HP, 19 strength, 14 defense), distant from the attacker. ",Can the Rogue attack the Striker?,"<analysis>When the target's defense exceeds the attacker's strength, damage output drops significantly. At the same time, the target is out of melee range — physical attacks cannot reach. Furthermore, the Forest environment makes it harder to land attacks — accuracy suffers. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
4026,"The Healer is level 10, positioned on Forest with 35 HP and 49 mana remaining (13 strength, 7 defense). The target is a level 7 Paladin on Mountain (37 HP, 17 defense), adjacent to the caster. The unit tries to cast Lightning on the Paladin. The Healer has Poisoned and Stunned status.",Can the Healer cast Lightning on the Paladin?,"<analysis>Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 10). However, the Stunned effect immobilizes the unit, blocking any attempt to cast spells. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
868,"The Healer is level 4, positioned on Swamp with 48 HP and 6 mana remaining (15 strength, 18 defense). The target is a level 10 Paladin with Invisible and Shielded status on Ruins (14 HP, 18 defense), adjacent to the caster. The unit tries to cast Frostbind on the Paladin. The Healer has Frozen status.",Can the Healer cast Frostbind on the Paladin?,"<analysis>The Frozen effect immobilizes the unit, blocking any attempt to cast spells. Compounding this, the Frostbind spell demands 30 mana — anything less and the cast fails (current mana: 6). On top of that, casting Frostbind in Swamp fails because the waterlogged ground absorbs magical energy. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
4047,"Paladin (level 5) occupies Swamp terrain. Current stats: 47 mana, 12 HP, 18 strength, 6 defense. The target is a level 1 Striker on Plains (66 HP, 14 defense), adjacent to the caster. The Paladin wants to cast Frostbind on the Striker.",Can the Paladin cast Frostbind on the Striker?,"<analysis>With mana above 35, Frostbind is overcharged — dealing enhanced damage or stronger effects (current mana: 47). Beyond that, the Swamp environment prevents Frostbind from forming: the waterlogged ground absorbs magical energy. Furthermore, with HP below 15, the unit's cast effectiveness is significantly reduced. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
2350,"On Swamp terrain, a Ranger at level 9 (41 mana, 80 HP, 7 strength, 3 defense) cast Shadowstep on the Ranger. The target is a level 8 Ranger with Burning and Stunned status on Swamp (79 HP, 3 defense), distant from the caster.  The Ranger has Frozen status.",Can the Ranger cast Shadowstep on the Ranger?,"<analysis>Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). Additionally, while Frozen, performing any cast action is impossible. On top of that, rangers lack arcane training and cannot cast spells. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
